id,from_pms,sikka_sub_task,sikka_sub_task_operation,last_updated,category,health_category,office,name,procedure_code,procedure_code_description,abbreaviation,procedure_code_category,procedure_code_category_id,explosion_code,submit_to_insurance,allow_discount,procedure_code_effect_on_patient_balance,procedure_code_effect_on_provider_production,procedure_code_effect_on_provider_collection,procedure_code_type,notes,patient_friendly_description,link,price,tooth_quad,estimated_cost,insurance_estimate,discount
4479,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,56264,!!!Remake Maxillary Partial Using Existing Framework,,,,,,,,,,,,,,,,,,
4517,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,53403,!!! DenturePartialCastPrecision Attachments-Max&Man,,,,,,,,,,,,,,,,,,
4528,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52620,!!!Maxillary Removable Partial With Stress Breaker Atta,,,,,,,,,,,,,,,,,,
4541,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52500,!!!MaxillaryChrome Cobalt Base With Palatal Connector,,,,,,,,,,,,,,,,,,
4569,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,51603,!!! Denture Complete Provisional - Maxillary+Mand,,,,,,,,,,,,,,,,,,
4583,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,49219,!!! Periodontal Irrigation Subgingival-each addn'l,,Periodontal Services,,,,,,,,,,,,,,,,
4599,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,43811,!!!AppliancesMyofascial Pain Syndrome Maxillary +L,,,,,,,,,,,,,,,,,,
4608,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,43721,!!!TMJ Maxillary Intra-Oral Appliance Repositioning,,Periodontal Services,,,,,,,,,,,,,,,,
674,TRUE,SikkaTaskLog object (918),update,,,PERIODONTICS,21-Dentalhouse - Woodbridge Dental,,42819,Prox Wedge Proc\Flap Curettage&Ostectomy/Osteo-Per Site,,Periodontal Services,,,,,,,,,Proximal Wedge Procedure (as a separate procedure) - With Flap Curettage and Ostectomy/Osteoplasty Per site,"Proximal wedge procedure with gum cleaning and bone reshaping, per site",,910,,,,
672,TRUE,SikkaTaskLog object (918),update,,,PERIODONTICS,21-Dentalhouse - Woodbridge Dental,,42721,!!!Post Surgical Periodontal Treatment One Unit,,Periodontal Services,,,,,,,,,Biologic Materials to aid in soft and osseous tissue regeneration (not including surgical entry and closure) - Per site +E,"Using biological materials to help regenerate tissue, per site",,I.C.,,,,
657,TRUE,SikkaTaskLog object (918),update,,,PERIODONTICS,21-Dentalhouse - Woodbridge Dental,,42511,Grafts Soft Tissue Pedicle - Per Site,,Periodontal Services,,,,,,,,,"Grafts, Soft Tissue, Pedicle (Including Apically or Lateral Sliding and Rotated Flaps) - Per site","Soft tissue grafting with sliding or rotating flaps, per site",,860,,,,
4658,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,42321,Gingivectomy Per Sextants,,Periodontal Services,,,,,,,,,,,,,,,,
647,TRUE,SikkaTaskLog object (918),update,,,PERIODONTICS,21-Dentalhouse - Woodbridge Dental,,42111,Surgical Curettage to Include Definitive Root Planing,,Periodontal Services,,,,,,,,,"Surgical Curettage, to Include Definitive Root Planing - Per sextant","Cleaning and smoothing the root surfaces to treat gum disease, per section",,538,,,,
4667,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,42103,!!!Osseous Grafts-Single Site Including Flaps,,Periodontal Services,,,,,,,,,,,,,,,,
493,TRUE,SikkaTaskLog object (918),update,,,RESTORATION,21-Dentalhouse - Woodbridge Dental,,29333,Remove Compromised Mesostructure(to be reseated)3u,,,,,,,,,,,Removal of Compromised Mesostructure (to be replaced) - Three units (45 minutes),Removal of Compromised Implant Abutment ,,338,,,,
226,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,14732,Appliance TMJ Periodic Maintenance Adj Repair-2U+L,,,,,,,,,,,"Appliance, TMJ, Periodic Maintenance, Adjustment, Repair - Two units (30 minutes) + L",TMJ Mouth Guard - Periodic Maintenance and Adjustment,,235,,,,
138,FALSE,,create,,,DIAGNOSIS,21-Dentalhouse - Woodbridge Dental,,4923,Mounted Diagnostic Cast - Using Face Bow and Bite Records,,,,,,,,,,,"Casts, Diagnostic, Mounted, using face bow + occlusal records + L",Mounted Diagnostic Cast - Using Face Bow and Bite Records,,241,,,,
20,FALSE,,create,,,DIAGNOSIS,21-Dentalhouse - Woodbridge Dental,,2102,Oral Radiographs,,,,,,,,,,,"Radiographs, Regional/Localized, Complete Series (minimum 16 images incl. bitewings)",Oral Radiographs,,175,,,,
143,FALSE,,create,,,DIAGNOSIS,21-Dentalhouse - Woodbridge Dental,,5101,Treatment planning - 1 unit of time,,,,,,,,,,,Treatment planning - One unit of time (15 minutes),Treatment planning - 1 unit of time,,I.C.,,,,
4444,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57305,!!!Guide Plan Condylar  (Prosthesis Extra)+L,,,,,,,,,,,,,,,,,,
4694,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,39922,!!!Mummification Pulp Permanent Tooth,,Endodontic Services,,,,,,,,,,,,,,,,
4708,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,39619,!!!Removal Of Previously Placed Post Over Four Units,,,,,,,,,,,,,,,,,,
4718,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,39509,!!!Post Removal To Allow Retreatment Additional Units,,Endodontic Services,,,,,,,,,,,,,,,,
4734,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,39300,!!!Canal/Pulp Chamber Enlargement,,Endodontic Services,,,,,,,,,,,,,,,,
593,TRUE,SikkaTaskLog object (918),update,,,ENDODONTICS,21-Dentalhouse - Woodbridge Dental,,34251,Retrofilling Mandibular Bicuspid - 1 Canal,,Endodontic Services,,,,,,,,,"Retrofilling, Mandibular Bicuspid - One canal",Retrofilling to Seal the Canal Opening ,,86,,,,
592,TRUE,SikkaTaskLog object (918),update,,,ENDODONTICS,21-Dentalhouse - Woodbridge Dental,,34242,Retrofilling Mandibular Anterior - 2 Canals,,Endodontic Services,,,,,,,,,"Retrofilling, Mandibular Anterior - Two canals",Retrofilling to Seal the Canal Opening ,,108,,,,
590,TRUE,SikkaTaskLog object (918),update,,,ENDODONTICS,21-Dentalhouse - Woodbridge Dental,,34234,Retrofilling Maxillary Molar -4 or more Canals,,Endodontic Services,,,,,,,,,"Retrofilling, Maxillary Molar - Four or more canals",Retrofilling to Seal the Canal Opening ,,214,,,,
583,TRUE,SikkaTaskLog object (918),update,,,ENDODONTICS,21-Dentalhouse - Woodbridge Dental,,34221,Retrofilling Maxillary Bicuspid - 1 Canal,,Endodontic Services,,,,,,,,,"Retrofilling, Maxillary Bicuspid - One canal",Retrofilling to Seal the Canal Opening ,,86,,,,
4754,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,34215,!!!Uncomplicated Retrofilling Lateral Aspect Of One Roo,,Endodontic Services,,,,,,,,,,,,,,,,
577,TRUE,SikkaTaskLog object (918),update,,,ENDODONTICS,21-Dentalhouse - Woodbridge Dental,,34161,Apicoectomy/Apical Curettage Mandibular Molar- 1Root,,Endodontic Services,,,,,,,,,"Apicoectomy/Apical Curettage, Mandibular Molar - One root",Apicoectomy,,515,,,,
574,TRUE,SikkaTaskLog object (918),update,,,ENDODONTICS,21-Dentalhouse - Woodbridge Dental,,34151,Apicoectomy/Apical Curettage Mandibular Bicuspid-1Root,,Endodontic Services,,,,,,,,,"Apicoectomy/Apical Curettage, Mandibular Bicuspid - One root",Apicoectomy,,515,,,,
571,TRUE,SikkaTaskLog object (918),update,,,ENDODONTICS,21-Dentalhouse - Woodbridge Dental,,34134,Apicoectomy/Apical Curettage Max Molar-4 or more roots,,Endodontic Services,,,,,,,,,"Apicoectomy/Apical Curettage, Maxillary Molar - Four or more roots",Apicoectomy,,770,,,,
567,TRUE,SikkaTaskLog object (918),update,,,ENDODONTICS,21-Dentalhouse - Woodbridge Dental,,34123,Apicoectomy/Apical Curettage Maxillary Bicuspid-3Roots,,Endodontic Services,,,,,,,,,"Apicoectomy/Apical Curettage, Maxillary Bicuspid - Three roots",Apicoectomy,,684,,,,
564,TRUE,SikkaTaskLog object (918),update,,,ENDODONTICS,21-Dentalhouse - Woodbridge Dental,,34112,Apicoectomy/Apical Curettage Maxillary Anterior -2Root,,Endodontic Services,,,,,,,,,"Apicoectomy/Apical Curettage, Maxillary Anterior - Two roots",Apicoectomy,,598,,,,
4767,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,34102,!!!Apical Curettage/Root Resection Complicated One Root,,Endodontic Services,,,,,,,,,,,,,,,,
562,TRUE,SikkaTaskLog object (918),update,,,ENDODONTICS,21-Dentalhouse - Woodbridge Dental,,33624,Obturation of apexified canal 4 canals or more,,Endodontic Services,,,,,,,,,Obturation of Apexified Canal - Four canals,Fill and Seal of Apexified Canal,,649,,,,
560,TRUE,SikkaTaskLog object (918),update,,,ENDODONTICS,21-Dentalhouse - Woodbridge Dental,,33622,Obturation of apexified canal 2 canals,,Endodontic Services,,,,,,,,,Obturation of Apexified Canal - Two canals,Fill and Seal of Apexified Canal,,463,,,,
555,TRUE,SikkaTaskLog object (918),update,,,ENDODONTICS,21-Dentalhouse - Woodbridge Dental,,33611,Re-insert Dentogenic Media Per Visit One Canal,,Endodontic Services,,,,,,,,,Re-insertion of Dentogenic Media per visit - One canal,Re-insertion of Dentogenic Media,,167,,,,
4781,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,33320,!!!Three Canals Partially Developed Roots,,Endodontic Services,,,,,,,,,,,,,,,,
4796,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,33100,!!!One Canal Fully Developed Root,,Endodontic Services,,,,,,,,,,,,,,,,
4810,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,31120,Premium  Complete Mandibular Denture,,,,,,,,,,,,,,,,,,
4812,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,31100,!!!Pulp Capping - Traumatic Exposure (excl. final resto,,Endodontic Services,,,,,,,,,,,,,,,,
265,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,16201,Disking of Teeth Interproximal One Unit,,,,,,,,,,,Disking of Teeth - One unit of time (15 minutes),Disking of Teeth,,85,,,,
245,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,15103,Space Maintainer Band Type Fixed Bilateral+L,,,,,,,,,,,"Space Maintainer, Band Type, Fixed, Bilateral (soldered lingual arch) + L",Space Maintainer - Bilateral Fixed Band Type ,,399,,,,
225,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,14731,Appliance TMJ Periodic Maintenance Adj Repair-1U+L,,,,,,,,,,,"Appliance, TMJ, Periodic Maintenance, Adjustment, Repair - One unit of time (15 minutes) + L",TMJ Mouth Guard - Periodic Maintenance and Adjustment,,119,,,,
144,FALSE,,create,,,DIAGNOSIS,21-Dentalhouse - Woodbridge Dental,,5102,Treatment planning - 2 units of time,,,,,,,,,,,Treatment planning - Two units (30 minutes),Treatment planning - 2 units of time,,I.C.,,,,
37,FALSE,,create,,,DIAGNOSIS,21-Dentalhouse - Woodbridge Dental,,2132,Oral Radiographs,,,,,,,,,,,"Radiographs, Regional/Localized, Occlusal - Two images",Oral Radiographs,,52,,,,
4828,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,27810,!!!Metal Transfer Coping (Thimble) Concurrent w/ Impres,,Basic Restorative Services,,,,,,,,,,,,,,,,
4845,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,27213,!!!Porcelain/Ceramic/Polymer Glass Fused to Metal Crown,,,,,,,,,,,,,,,,,,
4860,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,25300,!!!Inlay Metal - Three Surfaces,,Basic Restorative Services,,,,,,,,,,,,,,,,
4874,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,23204,!!!Posteriors Four or More Surfaces Composite,,Basic Restorative Services,,,,,,,,,,,,,,,,
4896,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,21423,!!!Preformed Plastic Crown - Permanent Tooth,,C,,,,,,,,,,,,,,,,
4903,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,21303,!!!Retentive Pins additional three pins- per restorat,,Basic Restorative Services,,,,,,,,,,,,,,,,
253,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,15402,Space MaintAcrylicRemovblBilateral Clasps/Wire/Teeth,,,,,,,,,,,"Space Maintainer, Acrylic, Removable, Bilateral Clasps, Retaining Wires, with Teeth + L",Space Maintainer - Acrylic with Removal Bilateral Clasps with Teeth,,300,,,,
250,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,15301,Space Maintainer Cast Type Fixed +L,,,,,,,,,,,"Space Maintainer, Cast Type, Fixed + L",Space Maintainer - Fixed Cast Type,,399,,,,
4921,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,13909,!!!Recountouring of Teeth for Functional Reasons-over 1,,Basic Restorative Services,,,,,,,,,,,,,,,,
199,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,13602,Topical Appl'n of Antimicrobial/Remineralization Agent,,,,,,,,,,,Topical Application to Hard Tissue Lesion(s) of Antimicrobial/Remineralization Agent - Two units (30 minutes) +E,Topical Application of Antimicrobial/Remineralization Material to Teeth,,144,,,,
195,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,13409,Sealants Pit & Fissure Each add'l tooth same quadrant,,,,,,,,,,,"Sealants, Pit and Fissure (Mechanical and/or chemical preparation included) - Each additional tooth same quadrant",Teeth Sealants - Additional tooth same side,,22,,,,
4938,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,13300,!!!Finishing Restorations - per unit of time,,I,,,,,,,,,,,,,,,,
190,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,13239,Re-Instruction Oral Hyg Instruction-No audio/video-2+u,,Oral Hygiene,,,,,,,,,Oral Hygiene Instruction/Plaque Control - Re-instruction (within 6 months) - excluding audio-visual time - Each additional unit over two (15 minutes),Oral Hygiene Re-instruction - Additional units over two units of time,,58,,,,
186,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,13229,Group Oral Hygiene Instruction-No audio/video-4+ units,,Oral Hygiene,,,,,,,,,Oral Hygiene Instruction/Plaque Control - Group Instruction - excluding audio-visual time - Each additional unit over four (15 minutes),Oral Hygiene Instruction - Additional units over four units of time,,58,,,,
183,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,13222,Group Oral Hygiene Instruction-No audio/video-2 units,,Oral Hygiene,,,,,,,,,Oral Hygiene Instruction/Plaque Control - Group Instruction - excluding audio-visual time - Two units (30 minutes),Oral Hygiene Instruction,,115,,,,
4979,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,11203,!!!Recall Package I Permanent Dentition/Scaling & Polis,,Prophylaxis/Fluoride,,,,,,,,,,,,,,,,
4997,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,8019,Remote Assessment of Chief Complaint - Each additional,,,,,,,,,,,,,,,,,,
38,FALSE,,create,,,DIAGNOSIS,21-Dentalhouse - Woodbridge Dental,,2133,Oral Radiographs,,,,,,,,,,,"Radiographs, Regional/Localized, Occlusal - Three images",Oral Radiographs,,63,,,,
4430,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,57402,!!!ProsthesisTMJ Joint Splint Permanent Cast Occlusa,,,,,,,,,,,,,,,,,,
4551,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,52230,!!!Acrylic Base With Gold/Chrome Clasps Maxillary Part,,,,,,,,,,,,,,,,,,
252,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,15401,Space MaintainerAcrylicRemovblBilateral Clasps/Wire+,,,,,,,,,,,"Space Maintainer, Acrylic, Removable, Bilateral Clasps, Retaining Wires + L",Space Maintainer - Acrylic with Removal Bilateral Clasps,,251,,,,
247,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,15105,Space MaintainerBand TypeFixedBilateral Tubes&wire+L,,,,,,,,,,,"Space Maintainer, Band Type, Fixed, Bilateral Tubes and Locking Wires, + L",Space Maintainer - Bilateral Fixed Band Type with Tubes and Locking Wires,,399,,,,
213,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,14502,Appliances Protective Mouth Guards Processed +L,,,,,,,,,,,"Appliance, Protective Mouth Guard, Processed + L",Protective Mouth Guard Appliance,,174,,,,
212,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,14409,AppliancesControl Oral HabitsAdjRepairMaintain3+u+L,,,,,,,,,,,"Appliances, Control of Oral Habits, Adjustments, Repairs, Maintenance - Each additional unit over three (15 minutes) + L","Appliance to Control Oral Habits - Adjustments, Repairs and Maintenance - Additional unit of time over three",,I.C.,,,,
200,TRUE,SikkaTaskLog object (918),update,,,PREVENTION,21-Dentalhouse - Woodbridge Dental,,13609,Topical Appl'n of Antimicrobial/Remineralization Agent,,,,,,,,,,,Topical Application to Hard Tissue Lesion(s) of Antimicrobial/Remineralization Agent - Each additional unit over two (15 minutes),Topical Application of Antimicrobial/Remineralization Material to Teeth - Additional unit of time over two,,73,,,,
5004,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,7039,Radiographs CBCT Interpretation each add't over 2 un,,Other Diagnostic Services,,,,,,,,,,,,,,,,
5026,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,4942,Casts Diagnostic 3-D Recording of Patients movements,,Other Diagnostic Services,,,,,,,,,,,,,,,,
5039,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,4811,Photographs Diagnostic ( Technical proc. Only) 1 film,,Other Diagnostic Services,,,,,,,,,,,,,,,,
5055,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,4730,!!!Diagnostic Wax-up to Evaluate Cosmetics,,Other Diagnostic Services,,,,,,,,,,,,,,,,
5067,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,4710,!!!Diagnostic Cast Equilibration ( pilot equilibration,,Other Diagnostic Services,,,,,,,,,,,,,,,,
5069,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,4603,!!!Three Diagnostic Photographs,,Other Diagnostic Services,,,,,,,,,,,,,,,,
5074,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,4540,!!!Diagnostic Casts Mounted - ( Gnathologic procedures,,Other Diagnostic Services,,,,,,,,,,,,,,,,
5087,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,4300,!!!Biopsy of Oral Tissue - Soft - per unit of time,,Other Diagnostic Services,,,,,,,,,,,,,,,,
5105,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,2932,!!!Radiographs Tomography - Two Views,,Radiographs,,,,,,,,,,,,,,,,
5119,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,2910,!!!Duplicate Radiographs - per case  ( + expenses ),,Radiographs,,,,,,,,,,,,,,,,
5131,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,2704,Radiographs Cephalometric - 4 Images,,Radiographs,,,,,,,,,,,,,,,,
5132,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,2703,Radiographs Cephalometric - 3  Images,,Radiographs,,,,,,,,,,,,,,,,
5143,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,2509,Radiographs TMJ - each additional Image over 4,,Radiographs,,,,,,,,,,,,,,,,
5155,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,2304,!!!Radiographs Postero-Ant & Lateral Skull & facial,,Radiographs,,,,,,,,,,,,,,,,
5169,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,2141,Radiographs Intraoral Bitewing - 1 Image,,Radiographs,,,,,,,,,,,,,,,,
5179,TRUE,SikkaTaskLog object (918),update,,,,21-Dentalhouse - Woodbridge Dental,,2122,Radiographs Intraoral Periapical - 12 Images,,Radiographs,,,,,,,,,,,,,,,,
